table	leftCategory	rightCategory
BC	X00196	S00217
BC	X00196	S00218
BC	X00196	S00221
BC	X00196	S00223
BC	X00196	S00227
BC	X00196	S00228
BC	X00196	S00231
BC	X00196	S00232
BC	X00196	S00237
BC	X00196	S00241
BC	X00196	S00243
BC	X00196	S00244
BC	X00196	S00249
BC	X00196	S00250
BC	X00196	S00269
BC	X00196	S00272
BC	X00196	S00274
BC	X00196	S00292
BC	X00196	S00293
BC	X00196	S00319
BC	X00196	S00320
BC	X00196	S00321
BC	X00196	S00325
BC	X00196	S00326
BC	X00196	S00329
BC	X00196	S00331
BC	X00196	S00335
BC	X00196	S00336
BC	X00196	S00345
BC	X00196	S00347
BC	X00196	S00348
BC	X00196	S00353
BC	X00196	S00357
BC	X00196	S00359
BC	X00196	S00361
BC	X00196	S00363
BC	X00196	S00388
BC	X00196	S00390
BC	X00196	S00392
BC	X00196	S00394
BC	X00196	S00398
BC	X00196	S00399
BC	X00196	S00402
BC	X00196	S00406
BC	X00196	S00410
BC	X00196	S00411
BC	X00196	S00414
BC	X00196	S00431
BC	X00196	S00458
BC	X00196	S00459
BC	X00197	S00157
BC	X00197	S00159
BC	X00197	S00177
BC	X00197	S00178
BC	X00197	S00182
BC	X00197	S00184
BC	X00197	S00201
BC	X00197	S00203
BC	X00197	S00294
BC	X00197	S00296
BC	X00197	S00314
BC	X00197	S00315
BC	X00197	S00365
BC	X00197	S00366
BC	X00197	S00384
BC	X00197	S00385
BC	X00197	S00434
BC	X00197	S00436
BC	X00197	S00454
BC	X00197	S00455
BC	X00198	S00277
BC	X00198	S00279
BC	X00198	S00282
BC	X00198	S00284
BC	X00198	S00287
BC	X00198	S00289
BC	X00198	S00415
BC	X00198	S00418
BC	X00198	S00420
BC	X00198	S00423
BC	X00198	S00426
BC	X00198	S00428
BC	X00199	S00255
BC	X00199	S00257
BC	X00199	S00262
BC	X00199	S00263
BC	X00199	S00266
BC	X00199	S00268
BC	X00200	S00165
BC	X00200	S00167
BC	X00200	S00190
BC	X00200	S00192
BC	X00200	S00303
BC	X00200	S00304
BC	X00200	S00373
BC	X00200	S00374
BC	X00200	S00443
BC	X00200	S00444
BC	X00201	S00155
BC	X00201	S00156
BC	X00201	S00207
BC	X00201	S00208
BC	X00201	S00212
BC	X00201	S00213
BC	X00201	S00217
BC	X00201	S00218
BC	X00201	S00221
BC	X00201	S00223
BC	X00201	S00227
BC	X00201	S00228
BC	X00201	S00231
BC	X00201	S00232
BC	X00201	S00237
BC	X00201	S00241
BC	X00201	S00243
BC	X00201	S00244
BC	X00201	S00249
BC	X00201	S00250
BC	X00201	S00269
BC	X00201	S00272
BC	X00201	S00274
BC	X00201	S00292
BC	X00201	S00293
BC	X00201	S00319
BC	X00201	S00320
BC	X00201	S00321
BC	X00201	S00325
BC	X00201	S00326
BC	X00201	S00329
BC	X00201	S00331
BC	X00201	S00335
BC	X00201	S00336
BC	X00201	S00345
BC	X00201	S00347
BC	X00201	S00348
BC	X00201	S00353
BC	X00201	S00357
BC	X00201	S00359
BC	X00201	S00361
BC	X00201	S00363
BC	X00201	S00388
BC	X00201	S00390
BC	X00201	S00392
BC	X00201	S00394
BC	X00201	S00398
BC	X00201	S00399
BC	X00201	S00402
BC	X00201	S00406
BC	X00201	S00410
BC	X00201	S00411
BC	X00201	S00414
BC	X00201	S00431
BC	X00201	S00458
BC	X00201	S00459
BC	X00202	S00156
BC	X00202	S00163
BC	X00202	S00173
BC	X00202	S00178
BC	X00202	S00188
BC	X00202	S00198
BC	X00202	S00203
BC	X00202	S00208
BC	X00202	S00213
BC	X00202	S00218
BC	X00202	S00223
BC	X00202	S00228
BC	X00202	S00230
BC	X00202	S00236
BC	X00202	S00242
BC	X00202	S00248
BC	X00202	S00257
BC	X00202	S00263
BC	X00202	S00268
BC	X00202	S00272
BC	X00202	S00274
BC	X00202	S00279
BC	X00202	S00284
BC	X00202	S00289
BC	X00202	S00300
BC	X00202	S00310
BC	X00202	S00315
BC	X00202	S00319
BC	X00202	S00321
BC	X00202	S00326
BC	X00202	S00331
BC	X00202	S00336
BC	X00202	S00346
BC	X00202	S00352
BC	X00202	S00358
BC	X00202	S00362
BC	X00202	S00370
BC	X00202	S00380
BC	X00202	S00385
BC	X00202	S00390
BC	X00202	S00394
BC	X00202	S00399
BC	X00202	S00406
BC	X00202	S00411
BC	X00202	S00414
BC	X00202	S00418
BC	X00202	S00423
BC	X00202	S00428
BC	X00202	S00440
BC	X00202	S00450
BC	X00202	S00455
BC	X00202	S00459
BC	X00203	S00155
BC	X00203	S00156
BC	X00203	S00161
BC	X00203	S00163
BC	X00203	S00172
BC	X00203	S00173
BC	X00203	S00177
BC	X00203	S00178
BC	X00203	S00186
BC	X00203	S00188
BC	X00203	S00196
BC	X00203	S00198
BC	X00203	S00201
BC	X00203	S00203
BC	X00203	S00207
BC	X00203	S00208
BC	X00203	S00212
BC	X00203	S00213
BC	X00203	S00217
BC	X00203	S00218
BC	X00203	S00221
BC	X00203	S00223
BC	X00203	S00227
BC	X00203	S00228
BC	X00203	S00230
BC	X00203	S00235
BC	X00203	S00236
BC	X00203	S00240
BC	X00203	S00242
BC	X00203	S00247
BC	X00203	S00248
BC	X00203	S00251
BC	X00203	S00255
BC	X00203	S00257
BC	X00203	S00262
BC	X00203	S00263
BC	X00203	S00266
BC	X00203	S00268
BC	X00203	S00269
BC	X00203	S00272
BC	X00203	S00274
BC	X00203	S00277
BC	X00203	S00279
BC	X00203	S00282
BC	X00203	S00284
BC	X00203	S00287
BC	X00203	S00289
BC	X00203	S00292
BC	X00203	S00293
BC	X00203	S00299
BC	X00203	S00300
BC	X00203	S00308
BC	X00203	S00310
BC	X00203	S00314
BC	X00203	S00315
BC	X00203	S00319
BC	X00203	S00320
BC	X00203	S00321
BC	X00203	S00325
BC	X00203	S00326
BC	X00203	S00329
BC	X00203	S00331
BC	X00203	S00335
BC	X00203	S00336
BC	X00203	S00341
BC	X00203	S00344
BC	X00203	S00346
BC	X00203	S00351
BC	X00203	S00352
BC	X00203	S00356
BC	X00203	S00358
BC	X00203	S00362
BC	X00203	S00368
BC	X00203	S00370
BC	X00203	S00379
BC	X00203	S00380
BC	X00203	S00384
BC	X00203	S00385
BC	X00203	S00388
BC	X00203	S00390
BC	X00203	S00392
BC	X00203	S00394
BC	X00203	S00398
BC	X00203	S00399
BC	X00203	S00402
BC	X00203	S00406
BC	X00203	S00410
BC	X00203	S00411
BC	X00203	S00414
BC	X00203	S00415
BC	X00203	S00418
BC	X00203	S00420
BC	X00203	S00423
BC	X00203	S00426
BC	X00203	S00428
BC	X00203	S00431
BC	X00203	S00437
BC	X00203	S00440
BC	X00203	S00448
BC	X00203	S00450
BC	X00203	S00454
BC	X00203	S00455
BC	X00203	S00458
BC	X00203	S00459
BC	X00204	S00156
BC	X00204	S00163
BC	X00204	S00173
BC	X00204	S00178
BC	X00204	S00188
BC	X00204	S00198
BC	X00204	S00203
BC	X00204	S00208
BC	X00204	S00213
BC	X00204	S00218
BC	X00204	S00223
BC	X00204	S00228
BC	X00204	S00230
BC	X00204	S00236
BC	X00204	S00242
BC	X00204	S00248
BC	X00204	S00257
BC	X00204	S00263
BC	X00204	S00268
BC	X00204	S00272
BC	X00204	S00274
BC	X00204	S00279
BC	X00204	S00284
BC	X00204	S00289
BC	X00204	S00300
BC	X00204	S00310
BC	X00204	S00315
BC	X00204	S00319
BC	X00204	S00321
BC	X00204	S00326
BC	X00204	S00331
BC	X00204	S00336
BC	X00204	S00346
BC	X00204	S00352
BC	X00204	S00358
BC	X00204	S00362
BC	X00204	S00370
BC	X00204	S00380
BC	X00204	S00385
BC	X00204	S00390
BC	X00204	S00394
BC	X00204	S00399
BC	X00204	S00406
BC	X00204	S00411
BC	X00204	S00414
BC	X00204	S00418
BC	X00204	S00423
BC	X00204	S00428
BC	X00204	S00440
BC	X00204	S00450
BC	X00204	S00455
BC	X00204	S00459
BC	X00205	S00155
BC	X00205	S00156
BC	X00205	S00161
BC	X00205	S00163
BC	X00205	S00172
BC	X00205	S00173
BC	X00205	S00177
BC	X00205	S00178
BC	X00205	S00186
BC	X00205	S00188
BC	X00205	S00196
BC	X00205	S00198
BC	X00205	S00201
BC	X00205	S00203
BC	X00205	S00207
BC	X00205	S00208
BC	X00205	S00212
BC	X00205	S00213
BC	X00205	S00217
BC	X00205	S00218
BC	X00205	S00221
BC	X00205	S00223
BC	X00205	S00227
BC	X00205	S00228
BC	X00205	S00230
BC	X00205	S00235
BC	X00205	S00236
BC	X00205	S00240
BC	X00205	S00242
BC	X00205	S00247
BC	X00205	S00248
BC	X00205	S00251
BC	X00205	S00255
BC	X00205	S00257
BC	X00205	S00262
BC	X00205	S00263
BC	X00205	S00266
BC	X00205	S00268
BC	X00205	S00269
BC	X00205	S00272
BC	X00205	S00274
BC	X00205	S00277
BC	X00205	S00279
BC	X00205	S00282
BC	X00205	S00284
BC	X00205	S00287
BC	X00205	S00289
BC	X00205	S00292
BC	X00205	S00293
BC	X00205	S00299
BC	X00205	S00300
BC	X00205	S00308
BC	X00205	S00310
BC	X00205	S00314
BC	X00205	S00315
BC	X00205	S00319
BC	X00205	S00320
BC	X00205	S00321
BC	X00205	S00325
BC	X00205	S00326
BC	X00205	S00329
BC	X00205	S00331
BC	X00205	S00335
BC	X00205	S00336
BC	X00205	S00341
BC	X00205	S00344
BC	X00205	S00346
BC	X00205	S00351
BC	X00205	S00352
BC	X00205	S00356
BC	X00205	S00358
BC	X00205	S00362
BC	X00205	S00368
BC	X00205	S00370
BC	X00205	S00379
BC	X00205	S00380
BC	X00205	S00384
BC	X00205	S00385
BC	X00205	S00388
BC	X00205	S00390
BC	X00205	S00392
BC	X00205	S00394
BC	X00205	S00398
BC	X00205	S00399
BC	X00205	S00402
BC	X00205	S00406
BC	X00205	S00410
BC	X00205	S00411
BC	X00205	S00414
BC	X00205	S00415
BC	X00205	S00418
BC	X00205	S00420
BC	X00205	S00423
BC	X00205	S00426
BC	X00205	S00428
BC	X00205	S00431
BC	X00205	S00437
BC	X00205	S00440
BC	X00205	S00448
BC	X00205	S00450
BC	X00205	S00454
BC	X00205	S00455
BC	X00205	S00458
BC	X00205	S00459
BC	X00206	S00230
BC	X00206	S00233
BC	X00206	S00235
BC	X00206	S00236
BC	X00206	S00238
BC	X00206	S00240
BC	X00206	S00242
BC	X00206	S00245
BC	X00206	S00247
BC	X00206	S00248
BC	X00206	S00251
BC	X00206	S00252
BC	X00206	S00340
BC	X00206	S00341
BC	X00206	S00343
BC	X00206	S00344
BC	X00206	S00346
BC	X00206	S00349
BC	X00206	S00351
BC	X00206	S00352
BC	X00206	S00354
BC	X00206	S00356
BC	X00206	S00358
BC	X00206	S00362
BC	X00207	S00155
BC	X00207	S00156
BC	X00207	S00160
BC	X00207	S00161
BC	X00207	S00163
BC	X00207	S00168
BC	X00207	S00169
BC	X00207	S00170
BC	X00207	S00176
BC	X00207	S00177
BC	X00207	S00178
BC	X00207	S00181
BC	X00207	S00185
BC	X00207	S00186
BC	X00207	S00188
BC	X00207	S00193
BC	X00207	S00194
BC	X00207	S00195
BC	X00207	S00201
BC	X00207	S00202
BC	X00207	S00203
BC	X00207	S00206
BC	X00207	S00207
BC	X00207	S00208
BC	X00207	S00211
BC	X00207	S00212
BC	X00207	S00213
BC	X00207	S00216
BC	X00207	S00217
BC	X00207	S00218
BC	X00207	S00221
BC	X00207	S00222
BC	X00207	S00223
BC	X00207	S00226
BC	X00207	S00227
BC	X00207	S00228
BC	X00207	S00254
BC	X00207	S00255
BC	X00207	S00257
BC	X00207	S00261
BC	X00207	S00262
BC	X00207	S00263
BC	X00207	S00266
BC	X00207	S00267
BC	X00207	S00268
BC	X00207	S00269
BC	X00207	S00270
BC	X00207	S00272
BC	X00207	S00274
BC	X00207	S00276
BC	X00207	S00277
BC	X00207	S00279
BC	X00207	S00281
BC	X00207	S00282
BC	X00207	S00284
BC	X00207	S00286
BC	X00207	S00287
BC	X00207	S00289
BC	X00207	S00291
BC	X00207	S00292
BC	X00207	S00293
BC	X00207	S00298
BC	X00207	S00299
BC	X00207	S00300
BC	X00207	S00305
BC	X00207	S00306
BC	X00207	S00307
BC	X00207	S00313
BC	X00207	S00314
BC	X00207	S00315
BC	X00207	S00318
BC	X00207	S00319
BC	X00207	S00320
BC	X00207	S00321
BC	X00207	S00324
BC	X00207	S00325
BC	X00207	S00326
BC	X00207	S00329
BC	X00207	S00330
BC	X00207	S00331
BC	X00207	S00334
BC	X00207	S00335
BC	X00207	S00336
BC	X00207	S00339
BC	X00207	S00367
BC	X00207	S00368
BC	X00207	S00370
BC	X00207	S00375
BC	X00207	S00376
BC	X00207	S00377
BC	X00207	S00383
BC	X00207	S00384
BC	X00207	S00385
BC	X00207	S00388
BC	X00207	S00389
BC	X00207	S00390
BC	X00207	S00392
BC	X00207	S00393
BC	X00207	S00394
BC	X00207	S00397
BC	X00207	S00398
BC	X00207	S00399
BC	X00207	S00402
BC	X00207	S00403
BC	X00207	S00406
BC	X00207	S00409
BC	X00207	S00410
BC	X00207	S00411
BC	X00207	S00414
BC	X00207	S00415
BC	X00207	S00416
BC	X00207	S00418
BC	X00207	S00420
BC	X00207	S00421
BC	X00207	S00423
BC	X00207	S00425
BC	X00207	S00426
BC	X00207	S00428
BC	X00207	S00430
BC	X00207	S00431
BC	X00207	S00433
BC	X00207	S00437
BC	X00207	S00439
BC	X00207	S00440
BC	X00207	S00445
BC	X00207	S00446
BC	X00207	S00447
BC	X00207	S00453
BC	X00207	S00454
BC	X00207	S00455
BC	X00207	S00458
BC	X00207	S00459
BC	X00208	S00155
BC	X00208	S00156
BC	X00208	S00160
BC	X00208	S00161
BC	X00208	S00163
BC	X00208	S00171
BC	X00208	S00172
BC	X00208	S00173
BC	X00208	S00176
BC	X00208	S00177
BC	X00208	S00178
BC	X00208	S00181
BC	X00208	S00185
BC	X00208	S00186
BC	X00208	S00188
BC	X00208	S00196
BC	X00208	S00197
BC	X00208	S00198
BC	X00208	S00201
BC	X00208	S00202
BC	X00208	S00203
BC	X00208	S00206
BC	X00208	S00207
BC	X00208	S00208
BC	X00208	S00211
BC	X00208	S00212
BC	X00208	S00213
BC	X00208	S00216
BC	X00208	S00217
BC	X00208	S00218
BC	X00208	S00221
BC	X00208	S00222
BC	X00208	S00223
BC	X00208	S00226
BC	X00208	S00227
BC	X00208	S00228
BC	X00208	S00230
BC	X00208	S00233
BC	X00208	S00235
BC	X00208	S00236
BC	X00208	S00238
BC	X00208	S00240
BC	X00208	S00242
BC	X00208	S00245
BC	X00208	S00247
BC	X00208	S00248
BC	X00208	S00251
BC	X00208	S00252
BC	X00208	S00254
BC	X00208	S00255
BC	X00208	S00257
BC	X00208	S00261
BC	X00208	S00262
BC	X00208	S00263
BC	X00208	S00266
BC	X00208	S00267
BC	X00208	S00268
BC	X00208	S00269
BC	X00208	S00270
BC	X00208	S00272
BC	X00208	S00274
BC	X00208	S00276
BC	X00208	S00277
BC	X00208	S00279
BC	X00208	S00281
BC	X00208	S00282
BC	X00208	S00284
BC	X00208	S00286
BC	X00208	S00287
BC	X00208	S00289
BC	X00208	S00291
BC	X00208	S00292
BC	X00208	S00293
BC	X00208	S00298
BC	X00208	S00299
BC	X00208	S00300
BC	X00208	S00308
BC	X00208	S00309
BC	X00208	S00310
BC	X00208	S00313
BC	X00208	S00314
BC	X00208	S00315
BC	X00208	S00318
BC	X00208	S00319
BC	X00208	S00320
BC	X00208	S00321
BC	X00208	S00324
BC	X00208	S00325
BC	X00208	S00326
BC	X00208	S00329
BC	X00208	S00330
BC	X00208	S00331
BC	X00208	S00334
BC	X00208	S00335
BC	X00208	S00336
BC	X00208	S00339
BC	X00208	S00340
BC	X00208	S00341
BC	X00208	S00343
BC	X00208	S00344
BC	X00208	S00346
BC	X00208	S00349
BC	X00208	S00351
BC	X00208	S00352
BC	X00208	S00354
BC	X00208	S00356
BC	X00208	S00358
BC	X00208	S00362
BC	X00208	S00367
BC	X00208	S00368
BC	X00208	S00370
BC	X00208	S00378
BC	X00208	S00379
BC	X00208	S00380
BC	X00208	S00383
BC	X00208	S00384
BC	X00208	S00385
BC	X00208	S00388
BC	X00208	S00389
BC	X00208	S00390
BC	X00208	S00392
BC	X00208	S00393
BC	X00208	S00394
BC	X00208	S00397
BC	X00208	S00398
BC	X00208	S00399
BC	X00208	S00402
BC	X00208	S00403
BC	X00208	S00406
BC	X00208	S00409
BC	X00208	S00410
BC	X00208	S00411
BC	X00208	S00414
BC	X00208	S00415
BC	X00208	S00416
BC	X00208	S00418
BC	X00208	S00420
BC	X00208	S00421
BC	X00208	S00423
BC	X00208	S00425
BC	X00208	S00426
BC	X00208	S00428
BC	X00208	S00430
BC	X00208	S00431
BC	X00208	S00433
BC	X00208	S00437
BC	X00208	S00439
BC	X00208	S00440
BC	X00208	S00448
BC	X00208	S00449
BC	X00208	S00450
BC	X00208	S00453
BC	X00208	S00454
BC	X00208	S00455
BC	X00208	S00458
BC	X00208	S00459
BC	X00209	S00230
BC	X00209	S00236
BC	X00209	S00242
BC	X00209	S00248
BC	X00209	S00346
BC	X00209	S00352
BC	X00209	S00358
BC	X00209	S00362
BC	X00210	S00156
BC	X00210	S00163
BC	X00210	S00170
BC	X00210	S00178
BC	X00210	S00188
BC	X00210	S00195
BC	X00210	S00203
BC	X00210	S00208
BC	X00210	S00213
BC	X00210	S00218
BC	X00210	S00223
BC	X00210	S00228
BC	X00210	S00257
BC	X00210	S00263
BC	X00210	S00268
BC	X00210	S00272
BC	X00210	S00274
BC	X00210	S00279
BC	X00210	S00284
BC	X00210	S00289
BC	X00210	S00300
BC	X00210	S00307
BC	X00210	S00315
BC	X00210	S00319
BC	X00210	S00321
BC	X00210	S00326
BC	X00210	S00331
BC	X00210	S00336
BC	X00210	S00370
BC	X00210	S00377
BC	X00210	S00385
BC	X00210	S00390
BC	X00210	S00394
BC	X00210	S00399
BC	X00210	S00406
BC	X00210	S00411
BC	X00210	S00414
BC	X00210	S00418
BC	X00210	S00423
BC	X00210	S00428
BC	X00210	S00440
BC	X00210	S00447
BC	X00210	S00455
BC	X00210	S00459
BC	X00211	S00230
BC	X00211	S00235
BC	X00211	S00236
BC	X00211	S00240
BC	X00211	S00242
BC	X00211	S00247
BC	X00211	S00248
BC	X00211	S00251
BC	X00211	S00341
BC	X00211	S00344
BC	X00211	S00346
BC	X00211	S00351
BC	X00211	S00352
BC	X00211	S00356
BC	X00211	S00358
BC	X00211	S00362
BC	X00212	S00155
BC	X00212	S00156
BC	X00212	S00161
BC	X00212	S00163
BC	X00212	S00169
BC	X00212	S00170
BC	X00212	S00177
BC	X00212	S00178
BC	X00212	S00186
BC	X00212	S00188
BC	X00212	S00194
BC	X00212	S00195
BC	X00212	S00201
BC	X00212	S00203
BC	X00212	S00207
BC	X00212	S00208
BC	X00212	S00212
BC	X00212	S00213
BC	X00212	S00217
BC	X00212	S00218
BC	X00212	S00221
BC	X00212	S00223
BC	X00212	S00227
BC	X00212	S00228
BC	X00212	S00255
BC	X00212	S00257
BC	X00212	S00262
BC	X00212	S00263
BC	X00212	S00266
BC	X00212	S00268
BC	X00212	S00269
BC	X00212	S00272
BC	X00212	S00274
BC	X00212	S00277
BC	X00212	S00279
BC	X00212	S00282
BC	X00212	S00284
BC	X00212	S00287
BC	X00212	S00289
BC	X00212	S00292
BC	X00212	S00293
BC	X00212	S00299
BC	X00212	S00300
BC	X00212	S00306
BC	X00212	S00307
BC	X00212	S00314
BC	X00212	S00315
BC	X00212	S00319
BC	X00212	S00320
BC	X00212	S00321
BC	X00212	S00325
BC	X00212	S00326
BC	X00212	S00329
BC	X00212	S00331
BC	X00212	S00335
BC	X00212	S00336
BC	X00212	S00368
BC	X00212	S00370
BC	X00212	S00376
BC	X00212	S00377
BC	X00212	S00384
BC	X00212	S00385
BC	X00212	S00388
BC	X00212	S00390
BC	X00212	S00392
BC	X00212	S00394
BC	X00212	S00398
BC	X00212	S00399
BC	X00212	S00402
BC	X00212	S00406
BC	X00212	S00410
BC	X00212	S00411
BC	X00212	S00414
BC	X00212	S00415
BC	X00212	S00418
BC	X00212	S00420
BC	X00212	S00423
BC	X00212	S00426
BC	X00212	S00428
BC	X00212	S00431
BC	X00212	S00437
BC	X00212	S00440
BC	X00212	S00446
BC	X00212	S00447
BC	X00212	S00454
BC	X00212	S00455
BC	X00212	S00458
BC	X00212	S00459
BC	X00213	S00156
BC	X00213	S00163
BC	X00213	S00173
BC	X00213	S00178
BC	X00213	S00188
BC	X00213	S00198
BC	X00213	S00203
BC	X00213	S00208
BC	X00213	S00213
BC	X00213	S00218
BC	X00213	S00223
BC	X00213	S00228
BC	X00213	S00230
BC	X00213	S00236
BC	X00213	S00242
BC	X00213	S00248
BC	X00213	S00257
BC	X00213	S00263
BC	X00213	S00268
BC	X00213	S00272
BC	X00213	S00274
BC	X00213	S00279
BC	X00213	S00284
BC	X00213	S00289
BC	X00213	S00300
BC	X00213	S00310
BC	X00213	S00315
BC	X00213	S00319
BC	X00213	S00321
BC	X00213	S00326
BC	X00213	S00331
BC	X00213	S00336
BC	X00213	S00346
BC	X00213	S00352
BC	X00213	S00358
BC	X00213	S00362
BC	X00213	S00370
BC	X00213	S00380
BC	X00213	S00385
BC	X00213	S00390
BC	X00213	S00394
BC	X00213	S00399
BC	X00213	S00406
BC	X00213	S00411
BC	X00213	S00414
BC	X00213	S00418
BC	X00213	S00423
BC	X00213	S00428
BC	X00213	S00440
BC	X00213	S00450
BC	X00213	S00455
BC	X00213	S00459
BC	X00214	S00173
BC	X00214	S00198
BC	X00214	S00230
BC	X00214	S00236
BC	X00214	S00242
BC	X00214	S00248
BC	X00214	S00310
BC	X00214	S00346
BC	X00214	S00352
BC	X00214	S00358
BC	X00214	S00362
BC	X00214	S00380
BC	X00214	S00450
BC	X00215	S00156
BC	X00215	S00163
BC	X00215	S00178
BC	X00215	S00188
BC	X00215	S00203
BC	X00215	S00208
BC	X00215	S00213
BC	X00215	S00218
BC	X00215	S00223
BC	X00215	S00228
BC	X00215	S00257
BC	X00215	S00263
BC	X00215	S00268
BC	X00215	S00272
BC	X00215	S00274
BC	X00215	S00279
BC	X00215	S00284
BC	X00215	S00289
BC	X00215	S00300
BC	X00215	S00315
BC	X00215	S00319
BC	X00215	S00321
BC	X00215	S00326
BC	X00215	S00331
BC	X00215	S00336
BC	X00215	S00370
BC	X00215	S00385
BC	X00215	S00390
BC	X00215	S00394
BC	X00215	S00399
BC	X00215	S00406
BC	X00215	S00411
BC	X00215	S00414
BC	X00215	S00418
BC	X00215	S00423
BC	X00215	S00428
BC	X00215	S00440
BC	X00215	S00455
BC	X00215	S00459
BC	X00216	S00155
BC	X00216	S00156
BC	X00216	S00161
BC	X00216	S00163
BC	X00216	S00172
BC	X00216	S00173
BC	X00216	S00177
BC	X00216	S00178
BC	X00216	S00186
BC	X00216	S00188
BC	X00216	S00196
BC	X00216	S00198
BC	X00216	S00201
BC	X00216	S00203
BC	X00216	S00207
BC	X00216	S00208
BC	X00216	S00212
BC	X00216	S00213
BC	X00216	S00217
BC	X00216	S00218
BC	X00216	S00221
BC	X00216	S00223
BC	X00216	S00227
BC	X00216	S00228
BC	X00216	S00230
BC	X00216	S00235
BC	X00216	S00236
BC	X00216	S00240
BC	X00216	S00242
BC	X00216	S00247
BC	X00216	S00248
BC	X00216	S00251
BC	X00216	S00255
BC	X00216	S00257
BC	X00216	S00262
BC	X00216	S00263
BC	X00216	S00266
BC	X00216	S00268
BC	X00216	S00269
BC	X00216	S00272
BC	X00216	S00274
BC	X00216	S00277
BC	X00216	S00279
BC	X00216	S00282
BC	X00216	S00284
BC	X00216	S00287
BC	X00216	S00289
BC	X00216	S00292
BC	X00216	S00293
BC	X00216	S00299
BC	X00216	S00300
BC	X00216	S00308
BC	X00216	S00310
BC	X00216	S00314
BC	X00216	S00315
BC	X00216	S00319
BC	X00216	S00320
BC	X00216	S00321
BC	X00216	S00325
BC	X00216	S00326
BC	X00216	S00329
BC	X00216	S00331
BC	X00216	S00335
BC	X00216	S00336
BC	X00216	S00341
BC	X00216	S00344
BC	X00216	S00346
BC	X00216	S00351
BC	X00216	S00352
BC	X00216	S00356
BC	X00216	S00358
BC	X00216	S00362
BC	X00216	S00368
BC	X00216	S00370
BC	X00216	S00379
BC	X00216	S00380
BC	X00216	S00384
BC	X00216	S00385
BC	X00216	S00388
BC	X00216	S00390
BC	X00216	S00392
BC	X00216	S00394
BC	X00216	S00398
BC	X00216	S00399
BC	X00216	S00402
BC	X00216	S00406
BC	X00216	S00410
BC	X00216	S00411
BC	X00216	S00414
BC	X00216	S00415
BC	X00216	S00418
BC	X00216	S00420
BC	X00216	S00423
BC	X00216	S00426
BC	X00216	S00428
BC	X00216	S00431
BC	X00216	S00437
BC	X00216	S00440
BC	X00216	S00448
BC	X00216	S00450
BC	X00216	S00454
BC	X00216	S00455
BC	X00216	S00458
BC	X00216	S00459
BC	X00217	S00172
BC	X00217	S00173
BC	X00217	S00196
BC	X00217	S00198
BC	X00217	S00230
BC	X00217	S00235
BC	X00217	S00236
BC	X00217	S00240
BC	X00217	S00242
BC	X00217	S00247
BC	X00217	S00248
BC	X00217	S00251
BC	X00217	S00308
BC	X00217	S00310
BC	X00217	S00341
BC	X00217	S00344
BC	X00217	S00346
BC	X00217	S00351
BC	X00217	S00352
BC	X00217	S00356
BC	X00217	S00358
BC	X00217	S00362
BC	X00217	S00379
BC	X00217	S00380
BC	X00217	S00448
BC	X00217	S00450
BC	X00218	S00155
BC	X00218	S00156
BC	X00218	S00161
BC	X00218	S00163
BC	X00218	S00177
BC	X00218	S00178
BC	X00218	S00186
BC	X00218	S00188
BC	X00218	S00201
BC	X00218	S00203
BC	X00218	S00207
BC	X00218	S00208
BC	X00218	S00212
BC	X00218	S00213
BC	X00218	S00217
BC	X00218	S00218
BC	X00218	S00221
BC	X00218	S00223
BC	X00218	S00227
BC	X00218	S00228
BC	X00218	S00255
BC	X00218	S00257
BC	X00218	S00262
BC	X00218	S00263
BC	X00218	S00266
BC	X00218	S00268
BC	X00218	S00269
BC	X00218	S00272
BC	X00218	S00274
BC	X00218	S00277
BC	X00218	S00279
BC	X00218	S00282
BC	X00218	S00284
BC	X00218	S00287
BC	X00218	S00289
BC	X00218	S00292
BC	X00218	S00293
BC	X00218	S00299
BC	X00218	S00300
BC	X00218	S00314
BC	X00218	S00315
BC	X00218	S00319
BC	X00218	S00320
BC	X00218	S00321
BC	X00218	S00325
BC	X00218	S00326
BC	X00218	S00329
BC	X00218	S00331
BC	X00218	S00335
BC	X00218	S00336
BC	X00218	S00368
BC	X00218	S00370
BC	X00218	S00384
BC	X00218	S00385
BC	X00218	S00388
BC	X00218	S00390
BC	X00218	S00392
BC	X00218	S00394
BC	X00218	S00398
BC	X00218	S00399
BC	X00218	S00402
BC	X00218	S00406
BC	X00218	S00410
BC	X00218	S00411
BC	X00218	S00414
BC	X00218	S00415
BC	X00218	S00418
BC	X00218	S00420
BC	X00218	S00423
BC	X00218	S00426
BC	X00218	S00428
BC	X00218	S00431
BC	X00218	S00437
BC	X00218	S00440
BC	X00218	S00454
BC	X00218	S00455
BC	X00218	S00458
BC	X00218	S00459
BC	X00219	S00155
BC	X00219	S00156
BC	X00219	S00160
BC	X00219	S00161
BC	X00219	S00163
BC	X00219	S00171
BC	X00219	S00172
BC	X00219	S00173
BC	X00219	S00176
BC	X00219	S00177
BC	X00219	S00178
BC	X00219	S00181
BC	X00219	S00185
BC	X00219	S00186
BC	X00219	S00188
BC	X00219	S00196
BC	X00219	S00197
BC	X00219	S00198
BC	X00219	S00201
BC	X00219	S00202
BC	X00219	S00203
BC	X00219	S00206
BC	X00219	S00207
BC	X00219	S00208
BC	X00219	S00211
